Content,Label
"I do not use the front-facing camera, but I can see how it would be nice during video chat.-  Size: it is wider and much thinner than the original Focus.",2
"I'm not a fan of flat cameras.Overall, I'm very happy with my purchase and Amazon's delivery was prompt - as always.Update: 12/28/2013I'm not sure if the camera had dropped but I'm unable to fully close the battery compartment.Now, I have to purchase a new camera just under one year of use.",2
"We're all about 21, trying to capture our end of 4-5 years of fun, and this camera is convenient and fun.",2
"Youll be glad you did.Also avoid the Samsung receiver, it is known to have a lot of problems.",0
That was mighty odd!,2
"But the phone doesn't come with a lot of memory, so basically no games.",0
They should be stored in the same place.,1
Disappointed that I wasted the money on it,0
We should have bought this camera months ago.,2
The first time we turned it on I was in awe of the crispness and the color of the screen.,2
A high quality plastic is good for lightweight and I go with lightweight than a heavy phone in the pocket.,2
")Conclusion:If your number one priority is a TV that looks great on the table/wall, then this is a good pick.",2
"Now the lens cap may jump off every time you turn the camera on, but it won't go very far because it is captured.2.",0
Looks good sounds good all around great set .,2
"It was great marketing, and the television was very pretty, but I noticed things that stuck out.",2
I got it for a few months now and it's the worst phone I ever had.Virgin's service is great.,0
"Also, it does show some light bleed in the bottom right hand corner.",0
Loved it!,2
"All I was doing was downloading a podcast, and the screen was off most of this time.Finally, if you are buying this device to use on T-Mobile's network, be warned, I was only ever able to obtain Edge data service even in areas where I had received 4g and 3g with my iPhone.",0
I believe its' purpose is to adjust picture brightness based on room ambient brightness.,1
"The best shots in films don't do a lot of zooming usually.- After making a video, edit it on your computer!",1
"(ONCE AGAIN)it is not a smartphone but close enough if you aren'tpicky.Music Player: It has an mp3 dependent on a micro SD card, AIMinstant messaging.",0
The picture is bright enough during the day and really pops at night with the lights out.,2
I had to track my box through several layers of semi-literate and quite rude phone jockeys from Home Direct shipping to Spirit Delivery (the company Home Direct contracted my delivery to) to get things right.,1
There is no setting to have it automatically delete old messages and that is a pain.I like to color screen on the outside on the phone so you can see who is calling and that you can set personal ringtones for each caller.,0
"The sat box and TiVO are connected HDMI; the DVD box is component.So far, I get an excellent HD picture with DirecTV and TiVO.",1
The quality of the TVs out there now as compared to the beginning of 2009 has changed a bit.,1
"(T900 also had the 32 min limit)-Great Slim Design, better battery door lock then DSC-t500-Panoramic mode is quick and painless with stunning results-10 FPS mode for action shots is great-Touchscreen works well, and looks great-It's fast to take photos-You can zoom during video!CONS:-Mono Microphone-3"" screen instead of the previous 3.5""-Amazing Low light quality doesn't seem to work in Video mode.-No actual video mode button (touchscreen based)-Zoom buttons seems awkward to use during filming-Battery/memory card is squeezed in camera's tiny body-4X optical zoom instead of 5X of DSC-T500If you search the internet for ""redban and dsc-tx1""  I have numerous videos and photo samples available from my full review.",2
I bought one online just like my friend did and am totally happy with the quality and ease of use.,2
It does the basics very well and seems well built.,2
My C series started having some weird lighting issues and they replaced it with this TV!,0
"It's been hanging in the living room for about 2 weeks now, and I have no complaints so far.",2
